A_A,B_A,C_A,D_A,E_A,F_A,G_A,H_A,I_A,A_B,B_B,C_B,D_B,E_B,F_B,G_B,H_B,I_B,A_C,B_C,C_C,D_C,E_C,F_C,G_C,H_C,I_C,A_D,B_D,C_D,D_D,E_D,F_D,G_D,H_D,I_D
77640,58789,80880,9451,34219,57501,53424,58155,51423,57559,35181,22816,5039,53288,10804,10566,49039,98520,54,27197,61321,47526,23617,9020,27008,84323,29035,12217,42656,7585,50426,39735,13445,77128,98447,65582
17267,64901,83808,13070,39898,86395,36924,77026,16522,1448,95355,60233,27225,24641,24294,59541,62077,46825,74042,53048,85837,50102,28689,35708,60629,79944,88608,38099,8763,25564,77154,49931,49809,12120,15875,44308
14293,44323,29853,34378,63930,91891,51882,40251,61531,24557,99763,85101,92526,33695,82177,53128,82002,3312,78036,2562,8305,87536,79405,42557,39827,67955,73630,10845,35465,66785,46397,20539,78045,1781,63014,66165
51849,8315,86039,91443,41891,30263,16883,69972,81267,50017,66899,30820,39918,54791,13330,84469,83482,37502,47697,4017,26297,19734,33915,19136,40287,87064,62404,9124,61317,23993,46425,69839,87670,25314,82963,55591
75120,3213,96233,31656,23237,38936,60679,39367,68598,30279,57735,43282,93559,968,24183,38014,88689,6214,58141,65500,12174,78732,42327,82702,2210,8235,40282,65739,45987,39222,76073,90431,63152,80710,61361,69004
98210,26982,66845,79333,76554,23343,90106,90686,51204,79557,55465,66924,866,57351,34887,36994,20693,62078,72862,45182,96772,16104,61151,14919,57668,1453,4162,32346,11545,23623,89281,86616,30550,71101,15400,74560
23671,68288,10736,94363,21598,49425,28396,70240,49274,48531,53464,32596,55189,95489,45190,49887,41557,48341,1958,74496,28479,28825,97806,92790,40095,94756,68107,62645,20708,19634,12332,3827,51773,65363,9642,16744
81485,5195,29284,95842,6758,19449,1647,49351,79254,1572,68275,36381,63925,45111,82873,84696,15536,35227,22660,61692,49661,72681,82575,5386,67890,56612,21514,78792,75710,33080,22538,15760,30966,86652,96219,31340
24087,41486,15686,37735,3112,86924,9677,76436,67515,81946,88362,95174,12905,14679,63434,74870,47241,73658,25401,34260,57295,52835,33044,23003,71839,38419,17299,4501,48423,48899,69264,12754,80096,84402,91105,71852
13528,2165,88497,41295,32305,77121,84265,38104,40759,57000,99160,20204,11005,53142,51433,16917,33603,68130,64793,13161,29402,36136,8840,40042,85105,40532,83612,71329,50593,92213,49378,89725,50821,68842,54383,63796
62218,84218,76129,38429,60865,5259,48979,38521,29833,91003,78821,53739,41259,31262,23342,74626,79452,35617,47211,62280,61991,90972,28540,51587,82428,25408,8071,36681,15047,60428,63133,84321,30453,44811,69913,42522
70331,59871,88670,23983,43704,15806,87118,74761,57731,72131,44936,23666,51364,67459,91331,4247,71393,51404,47157,66886,38897,49532,21751,60966,60916,4152,72088,85888,36244,25622,76190,81498,87196,7269,379,90626
47870,49120,45115,15158,79207,15892,3675,4608,53221,85269,20035,55709,27650,59690,47187,27757,99008,53016,44908,44304,50124,42092,56407,99335,86364,35627,66336,41392,14701,68212,79980,86211,32886,81866,41914,13590
28620,42283,44643,40612,75129,59896,609,44883,95295,61964,256,17141,31936,5274,55942,24180,72417,66810,46561,16090,51239,2522,57383,8487,37031,41294,86218,59091,87220,8565,28314,48171,16310,31875,24572,64037
73736,59983,75479,40889,21998,75094,83250,61655,27337,24876,65266,34862,19926,41804,36182,40825,76781,79482,54685,87042,64600,42145,54551,69174,59863,95780,78933,46092,77668,44966,493,85375,46914,75104,64128,45612
20024,47750,61467,79075,50029,31148,76602,32955,97399,66654,92634,58409,79049,74684,55934,86237,75061,89576,97569,4082,39334,24017,62427,2873,41204,69808,95143,18754,28960,66557,16306,67561,13040,24505,71486,31850
16331,23064,57081,91901,40337,47366,18764,73612,33895,15209,30253,26085,863,75011,85112,46047,41307,3237,53818,68278,82343,56285,6844,87428,37744,69944,71791,3994,72237,93041,84779,50474,63093,81895,4424,81494
75091,11722,60187,2135,42688,92350,92971,89276,67817,50680,29500,85435,33553,39680,51903,15279,76931,29377,51815,73134,77600,50752,85936,6687,62599,13784,38311,83378,57488,17945,19947,83300,84491,67251,85419,92234
8483,43644,36987,82998,10876,76409,27090,6341,78697,62891,49640,2613,45225,90994,8648,78646,66674,59216,46164,86898,81060,23587,20625,13183,36380,15118,16270,85875,3516,76455,9725,89150,14141,35711,23520,36161
78503,86248,58377,54722,20574,99276,16247,83093,42700,88103,2937,69234,26049,90356,21235,98971,8306,9838,21789,38069,18747,66507,45583,68443,5682,90178,7185,8754,22057,69808,70049,75168,29017,89277,60692,71329
10816,71951,30075,28873,55648,24421,16076,8398,69394,13546,43652,83290,50549,37837,94660,25452,79353,89977,27870,78390,29021,86486,79959,89842,997,9084,7966,95287,39367,61897,31803,60980,52935,77551,66355,84413
76677,82854,19897,59551,37488,93939,63718,15047,27396,3942,26450,92287,10013,46162,62246,85115,27368,65971,61074,20916,12238,58502,55695,76626,3707,32835,35555,87568,63086,41093,10324,21805,90972,10041,57595,58532
51569,83807,2148,61321,44463,19576,86053,11120,1592,99209,92480,1644,25230,6837,48953,90220,79537,43269,22560,10681,24860,99160,37665,54709,47595,11638,41708,88941,26243,56804,85519,32626,76467,10425,29845,62039
47465,52274,23239,37543,2242,85067,10273,59631,49903,70913,48382,393,99005,76000,403,55001,46194,7188,66521,61617,16913,87788,88697,10436,70893,43663,68598,83079,97259,97441,25922,61968,60368,7476,30261,65931
71282,48348,80218,26843,56247,86169,3192,65356,46678,13458,37483,49631,96612,24665,40154,81200,59835,49507,46743,37047,17927,35507,69458,51749,84096,79389,65389,86345,56882,78041,86818,91396,86497,62116,5948,7024
4190,80877,93694,71695,43874,21117,11462,42178,82787,12344,14546,29402,76922,5869,36427,14621,28585,24469,99018,36699,89466,82771,90102,4393,16262,63613,47755,9170,67374,95529,12514,92415,84482,92754,8017,6764
79698,79638,46246,40773,20296,52324,92659,85467,83513,10396,47030,6421,70276,47739,22526,73627,13324,52295,371,30003,29325,47859,10171,26723,18568,8641,42437,96829,12966,38396,88561,36549,1749,56853,45800,50534
47501,60570,6940,14525,70770,96516,36957,32130,95107,34837,99551,11859,88878,58377,46699,48872,3408,51041,3701,4469,63385,84133,98,3806,76456,53775,78324,44259,65996,2885,65610,49398,67110,31255,26342,58757
29824,26926,40679,48714,41834,67597,93272,4495,97664,6211,49543,5590,99623,39193,29130,53991,17751,20680,13512,77132,35466,83356,52768,48918,72252,74378,28936,16275,89185,81617,94005,19353,22528,12228,62704,87786
50670,87724,67057,66978,12080,1278,77932,51651,32141,8452,58912,96575,97674,17092,41929,39277,48788,96097,94580,66305,98274,85122,12850,5621,90120,47617,56508,17310,34320,66035,10733,67549,77028,99035,25967,53955
59949,71008,77603,16089,83370,12273,81550,23185,87335,57851,63666,16132,60438,78799,82008,69711,45104,61595,5124,31776,46010,30754,66976,16971,6724,52305,5550,45875,60004,29264,1740,29733,5156,38854,30575,15966
28239,78912,67354,60031,78340,25132,35985,88980,51477,9007,32443,46225,98614,1287,92436,26119,74813,85612,73667,57663,21474,88132,8639,77659,74086,54179,50789,73300,56832,85134,80823,6767,50460,70648,50350,14786
8319,32797,98483,51221,10412,87905,22291,84096,53971,18357,98990,34742,22460,56140,75165,5668,87365,2475,83920,14019,29227,97674,48563,42427,47724,40880,66157,88214,92818,18589,69008,12564,45241,48318,90405,80113
66746,81041,8047,33325,92370,84138,77311,37168,86001,59073,80665,60725,52948,7108,7919,18080,68115,8150,10744,27714,34267,68974,89360,76281,18263,35768,77013,44081,81034,56230,95315,55973,36793,99428,647,260
97718,22318,37559,28939,75449,77069,5316,9845,73894,75304,10380,54607,77869,58406,53908,46486,8837,90723,40692,88055,25470,36858,33542,49352,23771,84331,52941,49060,85222,86678,12224,33218,30031,24370,36540,68579
55228,1186,89752,92765,66921,46770,94286,44761,53699,13033,38803,22467,32678,88108,15076,63343,40817,90822,76601,63374,50267,4236,6119,16535,45696,7624,40203,19565,1151,61528,80356,4200,8495,66798,64960,44688
46790,37463,84684,86922,46844,41182,38003,41926,89227,50203,68755,10673,10700,12130,14249,93889,6219,66188,9185,33216,59496,80192,48815,76043,44156,11135,12722,39763,45765,66502,18410,48931,17415,82901,85451,65781
87846,78037,85196,36932,26098,2785,36817,11119,24962,5599,94795,18584,83104,61358,72312,5348,49662,24975,14741,64300,6438,29065,54410,16161,53277,32062,21146,25854,94630,94699,5746,58848,22812,69383,68695,46550
98056,25886,73662,76802,47753,67806,88105,2431,34,59531,97788,3953,69991,52471,66810,20267,3276,96020,34834,48762,83718,28434,60583,36884,7572,66253,85063,18432,58334,94665,79517,10777,66727,30231,50074,77740
60672,14488,80928,20724,37325,85918,48014,62881,67697,48261,67945,42741,99141,30144,18539,70005,59455,60713,2481,67876,46862,46371,23752,9990,49177,92262,87109,98017,97286,23789,80585,80030,43336,16561,81249,47271
5711,33847,45645,84302,18856,19690,43419,800,13960,96732,94468,36776,10151,66602,93627,15742,10964,83259,66500,727,11269,81550,15905,94315,8370,98325,1886,53142,19209,44314,26879,2678,19843,18696,9324,41305
41955,25657,51238,80394,93055,22722,94617,80442,12698,75610,81469,47813,78703,71581,33269,32604,75091,11829,94075,98096,15343,70760,26979,52430,10595,65450,94564,30123,73845,18827,81015,97352,67737,2127,25582,84796
40118,65378,93886,64483,93404,97758,82653,70869,9336,15655,20765,8278,4988,8429,44327,41277,64407,18430,45480,56311,23510,8280,26964,11885,96875,89394,27790,77295,81546,81767,73262,6310,40651,66328,70841,59831
26785,31633,97848,80844,57518,78075,6777,5665,391,15415,62561,35518,14744,68047,91302,15672,9205,34832,77836,94990,82221,24526,95920,74278,92520,51062,26777,42742,89767,82305,43572,76946,64190,65022,76123,68094
37088,32811,65132,81354,71511,59212,39974,95130,45333,10163,6950,79665,95116,63065,7815,13794,70637,57926,3905,18553,32988,78826,8317,62404,45657,34450,46280,81739,27443,16551,23988,64987,14471,53808,1988,79211
18548,3138,97801,61011,90787,5050,26490,99907,50801,67360,10540,78108,7915,23938,37573,16890,14886,98221,90943,71609,18464,74827,65660,74260,90845,99833,64628,97873,89344,4466,38337,31208,75581,81970,96311,77510
39143,64961,8495,55370,39335,60473,89376,19073,94834,11459,39842,88791,17503,15262,13039,37829,83839,14762,65337,60549,56963,2652,92723,1840,54361,64010,46716,32180,96101,15046,36017,46926,95819,14997,64736,82973
45330,63585,12069,71101,49480,91320,80404,23992,23922,41431,48845,49562,76806,69661,87727,66397,68805,26106,45252,81633,135,22428,45981,33091,976,10541,78981,41902,13527,73581,30995,73574,57059,84684,46618,79098
33969,28918,30430,40547,35972,91343,74837,78791,14936,14859,75516,70485,91379,87703,74826,34193,23809,29865,11544,37319,70518,30491,91449,47429,66685,13568,59898,48484,49382,27044,86874,95567,46667,14029,68881,80954
36114,21972,39781,33492,39536,77974,38486,75419,78127,63290,73166,31712,44770,86123,25156,4848,52326,32236,25596,2547,85911,40441,97993,73863,75709,32427,87683,84079,43464,57642,56584,53499,6470,32433,75901,51158
82737,74449,56334,9012,96893,84064,74544,99741,77334,403,44833,47822,9157,67075,93679,96911,33185,75052,17290,51043,78460,552,59220,25611,99191,42418,89934,22352,72920,14991,20870,76950,9369,74827,27049,49673
28106,79337,69020,1350,45264,61377,2126,18734,671,40782,86445,9615,39183,99630,24465,70443,99065,57048,55319,95502,79544,27139,78454,50997,44012,68017,4500,27864,92790,39287,580,92124,61080,497,89813,82684
15036,98197,91931,70650,46617,44980,81625,9720,49754,74414,76568,76052,50361,69759,83460,58624,82516,47236,3719,24491,42939,34148,78718,60491,98771,90809,32829,89143,84331,97122,32740,6522,36064,79849,35322,33107
36005,96451,90468,87456,2005,21446,68276,49674,33183,863,76566,60862,87428,52142,33053,76801,38939,36782,21599,8272,25932,97277,80560,33160,14156,15285,8404,84867,84215,13158,69482,91009,72897,90587,63748,44026
25716,44223,39952,84036,79375,41289,57111,6313,80674,21252,97409,2760,65572,3373,98391,34104,15877,26659,26234,2133,73495,42080,11074,58815,31625,10443,60018,46952,78364,96117,24561,25204,51052,79694,19276,14665
61781,2642,89612,2259,58786,20477,17230,455,88794,86852,50411,36119,80336,93821,30683,45049,75324,25484,55512,7205,10024,59365,11708,28424,60369,60035,43504,51663,96324,82754,2788,65740,34756,82668,9760,89328
94919,23823,3888,67586,81773,69724,91133,69888,86848,269,6374,16473,52747,79187,47483,14848,40437,12512,70704,26296,79841,5938,5754,3006,7203,76077,5109,93153,12642,37247,71704,85251,49370,14014,42611,76765
58098,88421,18886,40635,2628,87585,40068,23331,46657,48694,703,45306,75827,93602,71519,83732,77181,92253,84146,54731,1973,320,34763,83991,96308,1344,15609,15665,18990,98655,41201,52203,76425,11898,59879,47252
63130,28893,50368,87868,58344,90978,88580,22504,64987,32461,83312,76920,12445,98482,50800,9610,69442,95669,28776,36514,68703,51314,17071,59327,33342,92517,23093,30891,20778,5887,91546,9593,71071,49744,87047,87243
10118,53581,31798,15217,90833,3864,40024,1960,60338,88448,55674,10077,84848,25212,97671,84273,79259,2411,55267,71178,28131,42597,17027,64067,13880,98812,47868,15353,68312,22803,13114,57621,36264,77879,46658,35315
6632,24369,77076,14637,31467,18094,95519,74195,84599,17910,88993,59592,81773,4644,71323,73832,60850,31047,27688,24179,63141,23982,84324,92103,78295,15249,21247,99908,57223,8820,96977,96017,54048,34093,56025,82744
95747,93778,87867,85786,89063,27453,43649,53224,7926,289,74075,58701,59529,92495,32593,4271,40318,4854,45455,83270,26571,42218,5746,10257,11019,20204,78123,57548,80813,90820,6300,82698,43401,36275,77,15372
59742,71499,85767,20712,445,74883,53816,32417,97479,71929,91250,67494,82325,41831,78200,18474,80990,39701,90658,78992,45501,34361,48055,67260,29812,91345,61123,19751,4633,14392,90590,44755,30337,18062,92081,11831
44626,58250,41300,75938,19341,4843,63536,44724,97299,70905,46631,84155,55694,78154,26963,36844,67673,31700,99302,86476,73781,29290,46613,34610,3380,63157,53222,44283,66127,16949,54380,49968,91523,71120,97092,98709
48700,90291,6172,61775,31586,95869,18501,10863,26853,94075,98421,34760,18088,13133,55451,17834,37747,48831,79633,15216,12344,46103,28904,12178,66086,10282,37581,92527,38499,8230,15285,321,11927,949,78284,25463
45962,48443,71059,38558,62478,1496,79262,74604,42422,56009,46435,60187,42388,66299,38818,55500,74941,27060,90212,1951,53256,97992,39518,31323,85515,45529,12718,27915,21826,80590,23361,46421,5595,38573,8926,36146
41121,65568,68699,91090,63601,13603,65163,3169,90855,10274,16444,17056,66780,81320,2678,69924,87847,75788,77676,72893,68533,24222,84178,60488,41606,1850,14617,60985,18322,32438,83060,96775,96971,3152,64270,9910
48146,43431,50144,80813,93105,88623,73172,87718,46073,64736,24430,37598,7082,67209,73882,91789,73285,27175,97648,88533,67546,10218,46822,84001,72214,25502,17349,71210,46643,9928,51916,75419,26498,94968,56186,64665
41677,34037,85734,75688,9017,6008,87989,64603,10102,43910,10258,66023,7350,95596,28200,24266,34988,51279,83924,23852,98633,69485,79075,80575,98903,63284,56945,43602,78190,92374,68984,24025,26702,51218,12978,52138
56600,57315,95787,19153,2201,83438,67452,54179,98793,18389,34003,33378,57354,2487,52992,62481,14527,91374,48420,78441,47175,45599,93719,11339,22587,87017,57272,98695,15350,34679,80128,35450,40692,48505,11983,3402
96894,76566,82162,36204,66719,13489,8423,8100,84836,87087,54616,74225,94134,51802,22991,17505,38149,11013,32066,41877,38826,80847,85266,83048,53235,31712,39807,59654,99440,45530,78583,69681,91774,2622,95851,15950
51019,25194,92785,40043,13039,23968,65649,4080,47416,67765,88290,15528,47484,48516,89274,64247,3406,90167,23555,52052,17361,7439,92234,52911,47526,32640,27583,33785,89676,3427,92183,67887,9572,26073,50738,17674
15730,59599,69150,39561,27675,4540,7237,39156,39858,3791,11162,25314,22455,94677,36953,68576,86481,71077,69719,57378,30160,96534,39323,41022,70530,82650,77653,50278,12806,65018,17410,53315,19368,28984,29481,39992
88766,62587,46356,13186,95267,96107,88313,31894,41541,74156,33804,96534,53481,9684,34691,99251,59855,23493,70983,98418,2843,85325,40646,77372,67609,21791,91052,11488,37764,27416,68687,62268,98797,62763,194,23092
16865,85349,10296,79910,6797,49608,82997,73279,10912,60962,36480,5378,68144,39853,2135,44379,16464,36608,80875,77306,41117,78710,82491,66401,38365,9895,26074,82149,43324,73316,35238,60641,14257,73004,48965,93464
34698,11318,16060,44265,70985,60847,39746,53464,52841,27046,34677,67429,90099,97200,91268,78939,54861,53056,66772,72892,50878,91751,41219,85305,39835,56922,7148,15369,44201,2966,11669,2870,41706,6492,3483,50348
55835,50275,61487,68444,81532,19152,91832,23269,38714,30874,34164,85976,60813,67773,84257,16202,798,25341,44724,30682,21157,2027,10671,31683,16032,71725,61475,14185,20706,88973,10963,50787,65259,73755,59268,6207
12211,3969,5643,43009,33122,98982,73384,43446,15886,35275,95012,95792,76595,56841,75091,17646,29805,7168,30684,83145,10151,22725,9371,19404,67147,12278,31650,33897,21816,91550,39263,44755,90914,67919,13582,13839
99043,54888,13486,16568,21086,8808,35820,44206,66001,12821,11141,17991,33308,48644,70566,7481,84045,9944,97213,16934,21040,30218,89511,7506,61973,90276,883,28685,41264,46562,22970,38605,3866,33666,19032,93587
72290,55017,40106,11095,33661,40754,36186,2726,87842,60325,22721,62117,92574,91706,71158,67169,19345,64395,96352,27226,35717,25914,87453,21009,99561,91117,14845,18102,77340,64767,96297,59696,75062,45865,1360,44847
31614,70946,72731,39596,25893,63912,39527,85935,30639,49732,93897,98652,85203,9844,88268,67787,71954,98746,51276,23113,10959,81351,61575,51608,14156,39108,28435,30182,25402,8024,66739,78877,33273,74270,82752,89039
82477,34934,36046,82773,73521,67295,28085,56631,69881,57445,2944,9977,850,70112,90626,99213,41268,46064,82424,27796,84474,26053,13605,37544,45467,71689,5214,43695,95238,60374,92444,91786,188,6464,97013,38143
63366,94281,49729,9929,31321,52834,11518,10855,98459,86629,80417,6426,66582,1480,4709,17424,61962,72827,80997,80099,59282,56022,14337,96379,59833,11941,75501,65063,20767,34904,65028,56340,24056,3203,83087,56250
83080,85532,12784,75246,93680,32489,95826,79254,97104,91111,88795,50188,49176,59448,14513,42065,61961,54103,95574,58073,12484,84740,99997,48527,98196,18721,99775,46043,54608,99410,49276,79086,23588,84082,21925,80379
78760,61190,4552,23324,95970,20508,82432,63247,90772,47551,16780,12595,48527,31341,51570,79112,98458,65966,92571,3195,29728,18171,69783,63747,2818,12842,29887,24925,21545,22547,12510,6940,56798,52672,67155,32451
