B_C,H_C
98411,54569
98413,14274
98418,21791
98444,87099
98468,41470
98476,86213
98480,67591
98494,94212
98503,77316
98517,93501
98531,20524
98536,59679
98546,89758
98554,16043
98559,49031
98562,77958
98564,34783
98569,5973
98575,89018
98580,35747
98590,69194
98591,48440
98592,36594
98594,21412
98601,56009
98621,9728
98628,48532
98633,984
98656,90545
98658,9580
98665,29774
98668,72978
98683,80074
98726,52035
98748,29337
98756,23217
98764,41791
98771,59983
98786,49777
98805,54581
98807,22021
98817,57615
98829,6192
98837,53713
98839,9669
98856,37744
98857,59182
98872,43326
98873,76092
98877,59994
98884,38320
98892,25607
98893,71932
98895,69850
98901,51655
98946,34592
98958,92764
98962,10302
98987,31569
98988,28610
98990,57421
98999,5159
99007,84802
99010,56446
99015,78065
99016,70752
99029,37302
99035,17995
99040,2966
99045,41326
99051,91405
99055,60133
99062,40688
99072,69323
99074,97988
99089,39205
99097,48178
99103,65891
99124,73649
99144,81958
99161,70843
99194,67231
99212,30432
99215,89835
99217,71834
99223,2309
99232,10901
99234,31333
99241,98746
99247,27514
99275,44578
99291,22591
99302,76943
99304,17390
99314,15149
99325,14290
99327,89580
99332,26913
99335,80312
99350,29895
99365,91429
99391,99892
99405,83923
99423,3918
99435,7645
99451,42810
99452,48311
99457,956
99463,19810
99464,11785
99466,99399
99477,82751
99489,62072
99499,11940
99500,41717
99519,77831
99549,24790
99565,18412
99582,48659
99583,57349
99591,39391
99623,19247
99638,59118
99658,52724
99667,99183
99669,72385
99673,12722
99684,77775
99694,44895
99724,62090
99725,22192
99737,39436
99760,11314
99761,91101
99768,64075
99770,65221
99818,19241
99823,93497
99830,39651
99831,12756
99833,25578
99846,48909
99851,23626
99856,55808
99859,99064
99883,4265
99889,69068
99891,86249
99897,20836
99898,39736
99950,10562
99963,82602
99991,62474
99999,89564
