E_A,B_D
98539,49879
98551,88698
98557,63139
98570,2858
98580,83773
98600,37240
98605,97294
98620,92534
98640,43200
98645,94241
98652,14688
98655,42200
98657,19318
98660,64651
98661,58145
98666,2401
98668,81754
98689,30599
98693,37840
98694,23340
98699,85929
98705,24464
98707,58029
98710,12218
98715,71247
98725,84340
98735,164410
98753,57841
98758,61962
98770,42423
98773,75310
98818,33192
98819,96361
98821,88752
98838,22954
98843,58703
98857,72528
98881,15066
98882,17821
98892,8893
98925,61352
98945,71399
98949,44999
98955,39764
98975,128820
98998,25647
99012,69574
99029,76289
99037,63812
99038,52335
99040,49890
99047,88935
99051,40118
99059,76000
99088,80706
99089,32443
99091,50674
99102,82539
99110,94398
99115,19366
99117,98697
99125,63842
99127,75455
99131,76216
99132,67089
99138,1602
99173,34358
99176,85261
99189,6903
99214,38007
99226,7945
99228,48831
99266,35801
99272,12538
99287,31848
99296,92996
99304,91676
99307,36356
99312,47085
99327,27366
99329,9107
99335,33210
99336,56046
99340,30305
99343,44189
99350,79478
99352,61038
99367,77168
99386,7731
99391,9178
99407,97911
99414,60693
99420,15210
99445,9185
99449,50664
99486,37755
99502,65883
99536,33259
99542,12478
99562,37947
99567,44124
99575,78155
99577,68040
99595,57808
99608,89822
99637,95864
99645,49227
99654,99275
99660,63684
99666,6351
99678,83877
99681,92687
99687,61824
99697,9199
99725,48194
99759,11175
99774,98940
99779,2287
99788,57208
99793,76936
99802,66005
99814,31771
99820,62976
99826,49732
99829,11483
99841,27700
99852,7212
99858,44251
99871,39346
99874,151631
99882,68812
99898,57511
99914,60564
99919,47606
99943,94718
99960,85243
99965,9015
99975,51860
99976,44169
99986,82690
