A_A,C_B
98589,81832
98612,24558
98614,7769
98633,12773
98673,90991
98677,64989
98681,50500
98700,21207
98706,56931
98719,28865
98728,24936
98730,73330
98741,95413
98745,9449
98747,59660
98752,18333
98756,5328
98774,15169
98776,18620
98784,1025
98792,33865
98797,2955
98798,90827
98811,91987
98820,2633
98824,95624
98832,52856
98837,203
98840,22986
98890,35345
98895,17573
98899,93138
98916,59936
98934,65179
98954,38679
98987,68603
98995,21081
99036,79633
99043,17991
99049,31120
99056,40698
99059,91592
99060,9415
99062,95412
99067,20201
99072,32707
99078,503
99081,14206
99083,30828
99086,11566
99094,59676
99096,18145
99101,46478
99116,31424
99124,81493
99125,82559
99128,48767
99134,66615
99135,80139
99171,9765
99174,48695
99186,96302
99187,22233
99197,77369
99204,63511
99217,82895
99224,37335
99231,70151
99241,75678
99244,4726
99272,18544
99275,79336
99299,94139
99316,12113
99349,13688
99375,96904
99376,57424
99403,23791
99409,40439
99416,98778
99432,5857
99435,2062
99437,97765
99440,47163
99445,26212
99450,9403
99453,92092
99473,72779
99487,77520
99491,73893
99507,1689
99513,41553
99529,71107
99534,84866
99535,76203
99539,55648
99542,68829
99546,17505
99548,52275
99552,53437
99569,8163
99575,55527
99580,30696
99597,9783
99600,8169
99611,82159
99622,99291
99637,86959
99646,15126
99651,87014
99668,99938
99673,6212
99677,18369
99699,15192
99701,45643
99704,28713
99714,29295
99745,25650
99763,18929
99776,58050
99781,20845
99797,75693
99809,1608
99830,54806
99838,26465
99854,15064
99865,20548
99884,19311
99896,42171
99901,51771
99910,64142
99927,53381
99946,51810
99949,60125
99955,90034
99960,12130
99986,18494
